,id,url,name,salary,salary_from,salary_to,currency,description,skills,company,address,area,experience,employment,schedule,working_hours,work_format,published_at,catalogue_ids,catalogue_titles,source,query
18,51797965,https://www.superjob.ru/vakansii/menedzher-po-prodazham-51797965.html,Менеджер по продажам,,,,rub,"Вакансия компании ООО ""ШАРЕСПРО""\nSharesPro - это финтех компания, которая выстраивает экосистему для инвесторов. Мы объединяем разработку сложных IT‑решений, аналитику больших данных и экспертизу анализа финансовых рынков, чтобы делать инвестиции качественнее и доступнее. Мы - международная компания с 9‑летней историей работы на финансовых рынках и официально с 2021 года являемся резидентом «Сколково», что подтверждает инновационность и регулируемый статус наших продуктов.\nОбязанности:\n- Поиск и привлечение: активный поиск и привлечение новых клиентов (холодные звонки, переговоры). - Продажи решений: реализация инвестиционных стратегий компании (включая стратегии с использованием AI). - Ведение сделок ""под ключ"": полное сопровождение клиента - от первого контакта до подписания договора и помощи в документообороте. - Презентация решений: подготовка убедительных коммерческих предложений и презентаций, адаптированных под потребности конкретного инвестора.\nТребования:\n- Уверенный опыт в активных продажах (В2С или В2В). Холодные звонки - это твой рабочий инструмент, а не повод для стресса. - Ты не боишься и умеешь проводить личные встречи с клиентами ЛПР и руководителями компаний. - Будет плюсом, если у тебя есть крутые кейсы продаж, которыми ты можешь поделиться. - Готов постоянно быть в тренде финансового мира и обучаться новому. - Нацеленность на результат. Мы ищем ""охотников"", а не ""сидящих на окладе"". - Опыт работы в CRM. \nУсловия:\n- Деньги: понятная система: оклад +процент с продаж. Больше продаешь - больше получаешь. Никаких потолков. - Надежность: оформляем по ТК РФ. - Забота: после испытательного срока - ДМС. - Интересная сфера : финтех сейчас на волне, у нас современные продукты, с которыми не стыдно идти к клиентам. - Сколково: работа в компании с господдержкой и хорошей репутацией.",[],"ООО ""ШАРЕСПРО""","г Москва, Подкопаевский пер, д 4А",Москва,От 1 года,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-08T11:49:15,[438],['Продажи'],superjob,аналитик данных
19,51826689,https://www.superjob.ru/vakansii/stazher-menedzhera-programmy-51826689.html,Стажер менеджера программы,,,,rub,"О компании\n\nМы ищем любознательных, амбициозных людей, готовых мыслить масштабно и формировать будущее. В Amazon вы сможете расти как высокоэффективный специалист, готовый к большим вызовам. Каждый день будет приносить новые задачи, развитие навыков и личностный рост.\n\nКак часто ваша работа меняет мир? В Amazon — постоянно. Присоединяйтесь к нам, чтобы создавать будущее. Здесь вы сами определяете свои цели, превосходите их и ставите новые.\n\nО роли\n\nСтажёр по управлению программами присоединится к команде Amazon Flex — платформе последней мили (Last Mile), которая позволяет независимым водителям доставлять заказы Amazon по своему графику.\n\nВы будете участвовать в разработке, реализации и оценке стратегий улучшения бизнеса. Вы установите связи, поймёте, как работает бизнес, и начнёте новые проекты в таких областях, как маршрутизация, опыт водителей или операции в сортировочных центрах. Вы будете поддерживать руководителей программ Amazon Flex и ключевых партнёров из отделов операций, маркетинга, продуктовой разработки и технологий.\n\nКлючевые обязанности\n\n\n• Участвовать в разработке или самостоятельно создавать, внедрять и оценивать стратегии улучшения бизнеса.\n• Налаживать отношения, изучать бизнес-процессы и запускать новые проекты в различных функциональных областях (маршрутизация, опыт водителей, операции в станциях).\n• Поддерживать решение задач для руководителей программ Amazon Flex и ключевых партнёрских команд (операции, маркетинг, продукты, технологии).\nЧто вас ждёт на стажировке\n\n\n• Самостоятельная постановка целей: вы определяете свои цели, достигаете их и ставите новые.\n• Долгосрочная перспектива: мы верим в инвестиции в ваше будущее, поэтому ценим стратегическое мышление выше краткосрочных выигрышей.\n• Развитие навыков принятия решений: вы научитесь быстро принимать взвешенные решения, идти на рассчитанный риск и настойчиво добиваться результатов.\n• Конкурентная оплата.\n• Значимый проект и измеримые результаты стажировки.\n• Нетворкинг: знакомства с другими стажёрами и сотрудниками Amazon.\n• Мероприятия для стажёров: выступления спикеров, панельные дискуссии, сессии по принципам лидерства Amazon, тренинги по писательским навыкам.\n• Наставничество и карьерное развитие.\n\n\nТипичный день\n\nНа время стажировки вы будете закреплены за руководителем (manager) и наставником (mentor). У вас будет возможность влиять на развитие технологий Amazon и вести ключевые проекты уже на раннем этапе карьеры.\n\nПомимо работы над значимым проектом, вы сможете общаться с сотрудниками Amazon для личного и профессионального развития, расширять сеть контактов и участвовать в мероприятиях вместе с другими стажёрами. Где бы ни проходила ваша стажировка, вы получите все инструменты, чтобы управлять своим проектом и учиться в реальной рабочей среде.\n\nБазовые требования\n\n\n• На момент подачи заявки вы обучаетесь на предпоследнем курсе (penultimate year) бакалавриата по направлениям: бизнес/коммерция, инженерия (кроме программной инженерии), бизнес-аналитика или смежные области. Окончание обучения — 2027 год.\n• Способность взаимодействовать с кросс-функциональными командами и собирать требования к проектам/программам.\n• Организационные навыки: умение самостоятельно работать со сложными исследованиями.\n• Коммуникационные навыки: владение английским языком (письменно и устно), умение профессионально и лаконично представлять информацию с опорой на данные.\n\n\nПредпочтительные квалификации\n\n\n• Опыт работы в сфере электронной коммерции.\n• Опыт в управлении программами или управлении продуктами.",[],Amazon,,Москва,От 1 года,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-08T11:24:37,"[33, 438]","['IT, Интернет, связь, телеком', 'Продажи']",superjob,аналитик данных
20,51853003,https://www.superjob.ru/vakansii/bi-analitik-51853003.html,BI-аналитик,,,,rub,"Привет! Мы — команда Туту. Уже больше 20 лет мы вдохновляем на новые поездки, помогаем легко спланировать путешествия и забронировать всё нужное — от билетов до отелей.\nУ нас есть отдел маркетинговой аналитики, который помогает искать и оценивать новые способы привлечения и удержания клиентов, измеряет их эффективность и в целом занимается поиском новых точек роста аудитории Туту.\nСейчас мы ищем сильного BI-аналитика на декретную ставку (со сроком сотрудничества от 1 года) для обеспечения real-time data-driven решений, чтобы наши коммуникации были эффективными и, главное, оперативными.\nСтек:\nИспользуем Metabase, SQL, ClickHouse, Python.\nТебе предстоит:\n— Обеспечивать создание и поддержку отчётности и дашбордов в маркетинге\n— Формировать витрины данных по принципу self-service ETL (используя готовый простой инструментарий)\n— Работать с ad hoc-запросами для предоставления данных\n— Проверять гипотезы на данных\nМы ждём, что ты:\n— Имеешь от 3 лет опыта разработки в разных BI-системах\n— Уверенно владеешь SQL, имеешь опыт написания сложных запросов\n— Имеешь опыт автоматизации отчётности\n— Умеешь анализировать бизнес-процессы, находить узкие места, предлагать эффективные пути решения и разрабатывать документацию\nПро команду и рабочий процесс:\nВ команде сейчас 5 маркетинговых аналитиков, 1 HR-аналитик и 1 дата-инженер, а также руководитель отдела.\nУ нас проходят еженедельные спринты, на них мы собираем и приоритизируем бэклог, обсуждаем задачи и сложности, делимся результатами. Ещё у нас есть митапы с департаментом аналитики и данных, а также с маркетингом.\nЗадачи приходят из разных подразделений маркетинга: перформанса, продуктового маркетинга, медийной рекламы, PR, директ-коммуникаций и т. д. Некоторые из них — это ad hoc-аналитика, некоторые — более исследовательские.\nГрафик работы:\nРаботаем 5/2. Можно выбрать постоянное место в офисе, работать в гибридном формате или полностью удалённо.\nПро компанию:\n— Система менторства и прозрачная траектория роста и развития аналитиков.\n— Бюджет на обучение.\n— Современная техника для работы.\nВесь положенный набор плюшек: ДМС со стоматологией, кухня в офисе, страховка на путешествия, годовая премия по результатам работы, оплата больничных, а также обучение и обмен опытом.","['Python', 'SQL', 'ClickHouse']",Туту,,Москва,Без опыта,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-08T13:21:00,[33],"['IT, Интернет, связь, телеком']",superjob,аналитик данных
21,51853063,https://www.superjob.ru/vakansii/product-manager-51853063.html,Product manager,,,,rub,"Привет! Мы — команда Туту. Уже больше 20 лет мы вдохновляем на новые поездки, помогаем легко спланировать путешествия и забронировать всё нужное — от билетов до отелей.\nУ нас более 10 лет опыта работы в направлении авиа, за это время мы смогли перейти из игрока второго десятка в топ-3 компаний по объёму продаж по РФ. Цель направления — стать лидером в сегменте продажи авиабилетов в России.\nМы хотим, чтобы наш клиент чувствовал себя комфортно на всех стадиях поездки, поэтому работаем не только над ассортиментом, но и над постпродажным сервисом.\nМы ищем Product Manager, который будет развивать ассортимент продукта, совместно с BizDev и аналитиками определять тактику и стратегию его развития, а также отвечать за Discovery команды ассортимента.\nТебе предстоит\n— Определять какой ассортимент (в широком смысле) необходим для клиентов направления авиа.\n— Совместно с BizDev и аналитиками, определять тактику и стратегию развития ассортимента продукта (с учётом ранее определённых стратегических вводных).\n— Отвечать за Discovery команды ассортимента.\n— Активно участвовать в формировании стратегии развития продуктового направления авиа.\nМы ждём, что ты\n— Имеешь опыт управления продуктами от 4 лет, что подразумевает знание основных процессов и методологий ИЛИ опыт работы в продуктовой аналитике и опыт управления продуктами от 2 лет.\n— Умеешь работать с большим объемом данных.\n— Имеешь опыт работы с интеграциями.\n— Имеешь сильные аналитические навыки, включая умение анализировать данные и извлекать из них выводы для принятия обоснованных решений по развитию продукта. Это включает работу с данными пользователей, продуктовыми метриками, конкурентным анализом и исследованием рынка.\n— Умеешь формировать видение и стратегию продукта, то есть способность определить цели, направления и планы развития продукта на основе анализа рынка, потребностей пользователей и бизнес-целей.\n— Уверен в своих навыках работы с продуктовыми метриками и понимаешь основы A/B-тестирования, что подразумевает знание ключевых метрик, используемых для измерения успеха продукта, и умение проводить A/B-тесты для оценки эффективности изменений и принятия обоснованных решений.\nБудет плюсом\n— Опыт работы продуктовым/дата-аналитиком.\n— Опыт проведения качественных исследований.\n— Опыт в Travel-области.\n— Знания SQL и Python.\nПро команду и рабочий процесс\nСейчас в продукте авиа около 60 человек. Есть несколько продуктовых подкоманд и люди, которые занимаются кросс-функциональным взаимодействием (PA, DS, Support, Accounting, BizDev). Основная работа будет связана с командой Discovery.\nГрафик работы\nМы приветствуем любой формат занятости, который будет удобен для вас: полная удалёнка, работа из офиса или посещение офиса когда захочется.\nПро компанию\n— Компания с хорошим техническим стеком, техруководителями и готовностью одними из первых пробовать новые технологии.\n— Хорошая техническая инфраструктура и очень крутая внутренняя база знаний.\n— Весь положенный набор плюшек: ДМС со стоматологией, кухня в офисе, страховка на путешествия, ноутбук, премии по результатам работы, оплата больничных, а также обучение, премия за прочитанные книги и обмен опытом.","['Python', 'SQL']",Туту,,Москва,Без опыта,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-08T13:24:50,[33],"['IT, Интернет, связь, телеком']",superjob,аналитик данных
22,51853175,https://www.superjob.ru/vakansii/stazher-51853175.html,"Стажер, отдел анализа и обработки данных",,,,rub,"Основные обязанности\nвыявлять возможности для достижения бизнес‑целей в регионе APAC и взаимодействовать с заинтересованными сторонами;\nиспользовать SQL для подготовки специальных отчётов для разных подразделений APAC;\nучаствовать в проектах полного цикла: сбор данных, очистка, анализ и визуализация;\nготовить оперативные отчёты для операционных команд и отделов развития бизнеса;\nработать с крупными и сложными хранилищами данных;\nизучать поведение подписчиков для запуска эффективных программ привлечения и удержания пользователей;\nформировать аналитические выводы на основе данных для планирования роста бизнеса в регионе APAC;\nискать возможности для автоматизации существующих дашбордов и отчётов;\nпомогать в разработке новых и поддержке текущих конвейеров данных (data pipelines);\nанализировать данные стриминга для оценки показателей эффективности контента по тайтлам, рынкам и когортам пользователей.\nТребования к кандидату\nОбразование:\nстудент бакалавриата (не должен выпуститься до конца стажировки);\nобучение по специальности в области бизнес‑аналитики, науки о данных или смежной дисциплине.\nНавыки:\nопыт учебных проектов или работы с прогнозированием / моделированием временных рядов;\nвладение Python и SQL;\nопыт работы с Tableau или другими инструментами визуализации данных;\nотличное владение письменным и устным английским языком;\nумение работать с неоднозначными наборами данных и преобразовывать бизнес‑вопросы в аналитические задачи;\nтворческий подход к использованию данных для разработки стратегий и решений.\nЛичные качества:\nувлечённость брендами Disney, Pixar, Star Wars и Marvel;\nвысокая самомотивация, самостоятельность и внимательность;\nстрасть к аналитике и отчётности;\nнавыки командной работы и межличностного общения;\nэнтузиазм в работе с кросс‑функциональными командами.\nУсловия участия в программе\nполная занятость (понедельник–пятница, 9:00–18:00) в период с июля по декабрь 2026 года;\nуказание в резюме:\nпериода доступности для стажировки (даты начала и окончания);\nпредполагаемой даты выпуска.","['Python', 'SQL', 'Tableau']",Disney,,Москва,Без опыта,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-08T13:36:30,[234],"['Маркетинг, реклама, PR']",superjob,аналитик данных
23,51853275,https://www.superjob.ru/vakansii/stazher-v-cifrovoj-i-rezultativnyj-marketing-51853275.html,Стажер в цифровой и результативный маркетинг,,,,rub,"Основные обязанности\nуправлять кампаниями по привлечению и удержанию подписчиков: от идеи до медиапланирования, оптимизации и анализа результатов;\nвыявлять источники роста, прибыльности и эффективности в текущих или новых направлениях с помощью аналитики данных;\nосваивать новые инструменты и технологии для автоматизации креативов и работы с дашбордами;\nзапускать целевые маркетинговые программы для сегментированных аудиторий на основе их интересов;\nежедневно отслеживать эффективность кампаний в разных системах и искать способы оптимизации;\nпри необходимости корректировать и оптимизировать кампании;\nрегулярно анализировать локальные медиапоказатели: лучшие объявления и активность конкурентов (через агентства или сторонние приложения);\nповышать эффективность цифрового маркетинга за счёт A/B‑тестов, инноваций и новых форматов;\nвносить локальные правки в креативы (язык, формат и т. д.);\nпредлагать идеи по работе с локальными издателями, новыми аудиториями и метриками;\nдобиваться оптимальных показателей стоимости привлечения (CPA) и объёма подписчиков, а также стоимости охвата/вовлечения для имиджевых кампаний;\nкоординировать работу агентств для эффективного привлечения подписчиков и повышения узнаваемости бренда;\nразбираться в кампаниях по установке и покупкам в мобильных приложениях (CPS), а также в сторонних инструментах для оптимизации и обработки данных.\nТребования к кандидату\nОбразование:\nстудент бакалавриата (не должен выпуститься до конца стажировки);\nобучение по специальности в области маркетинговых коммуникаций, коммуникаций, медиа, анализа данных или смежной дисциплине.\nНавыки:\nхорошее владение MS Excel и PowerPoint, Google Analytics;\nопыт создания цифровых объявлений (баннеры, видео) будет преимуществом;\nопыт работы с анализом данных и маркетинговыми дашбордами;\nпонимание трендов в цифровых медиа и цифровая грамотность.\nЛичные качества:\nстрасть к маркетингу и цифровым технологиям;\nаналитическое мышление и умение работать с данными;\nинициативность и самостоятельность;\nспособность быстро осваивать новые инструменты;\nнавыки командной работы и коммуникации;\nумение расставлять приоритеты и укладываться в сроки.\nУсловия участия в программе\nполная занятость в период с июля по декабрь 2026 года;\nуказание в резюме:\nпериода доступности для стажировки (даты начала и окончания);\nпредполагаемой даты выпуска;\nссылки на маркетинговое портфолио (если есть).\nДополнительная информация\nофис расположен в Петалинг‑Джае, Малайзия;\nThe Walt Disney Company — работодатель, предоставляющий равные возможности. Компания стремится к разнообразию в коллективе и уважению разных точек зрения, идентичностей, опыта и перспектив;\nна вакансию будут приглашены на собеседование только отобранные кандидаты.",['Excel'],Disney,,Москва,Без опыта,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-08T13:41:48,[234],"['Маркетинг, реклама, PR']",superjob,аналитик данных
24,51863713,https://www.superjob.ru/vakansii/stazher-po-obrabotke-dannyh-51863713.html,Стажер по обработке данных,,,,rub,"О командах\n\nФункция инжиниринга данных (Data Engineering) является фундаментальной для успеха Netflix. Команды Data Science and Engineering (DSE) по всей компании работают над улучшением различных аспектов бизнеса. Они создают программные и data-решения, разрабатывают фундаментальные data-продукты, которые позволяют проводить сквозной анализ, запускать сложные эксперименты и получать ключевые инсайты. Это отличная возможность получить практический опыт работы с новыми технологиями и уникальной культурой компании.\n\nКого мы ищем\n\nМы ищем любознательного, инициативного, мотивированного студента, который умеет работать в команде и хочет учиться у опытных инженеров. Вы увлекаетесь решением задач и уверенно чувствуете себя при работе со сложными, открытыми проблемами, используя data-подходы.\n\nОбязательные требования\n\nОбразование: действующее обучение по очной аккредитованной программе магистратуры (M.S.) или аспирантуры (Ph.D.) в области компьютерных наук, инженерии, Data Science или смежной технической специальности. Окончание программы — декабрь 2026 года, лето 2027 или позже.\nВозврат в учебное заведение: после летней стажировки вы должны возвращаться на учёбу минимум на один семестр или четверть.\nЯзыки программирования: уверенное владение хотя бы одним основным языком, таким как Python, Java или Scala.\nSQL: хорошие базовые знания SQL (любой диалект).\nСтруктуры данных и алгоритмы: уверенное владение основами.\nИнженерные практики: опыт применения best practices разработки ПО (система контроля версий, тестирование, код-ревью).\nКоммуникация: отличные навыки общения и работы в команде.\nЖелательные навыки:\n\nОпыт работы с большими объёмами данных в рамках предыдущих проектов или стажировок.\nЗнание распределённых фреймворков (например, Spark, Kafka) и архитектур распределённых систем.\nЗнание MPP/Cloud data warehouse решений (например, Snowflake, Redshift, BigQuery, Hive, Iceberg).\nОпыт проектирования схем (schema design) или моделирования данных.\nОпыт подготовки и обогащения данных для конвейеров машинного обучения.\n\n\nЧем предстоит заниматься\n\nВы будете полностью интегрированы в команду инжиниринга данных и получите проект с высоким влиянием на бизнес. Ваши задачи:\n\nТесное сотрудничество с дата-сайентистами, аналитиками, продуктовыми менеджерами и старшими инженерами для понимания аналитических потребностей и их трансляции в масштабируемые data-решения.\nПроектирование, создание, развёртывание и поддержка надёжных конвейеров данных (data pipelines).\nСоздание data-продуктов, которые отвечают на высокоприоритетные бизнес-вопросы.\nИзучение и применение лучших практик моделирования данных.\nПомощь в повышении автоматизации и масштабируемости сложных наборов данных.\nПолучение опыта применения принципов инжиниринга данных для решения задач интернет-масштаба.\n\n\nУсловия стажировки\n\nДлительность: 12 недель (летом).\nЛокация: офис в Лос-Гатосе или Лос-Анджелесе, Калифорния (в зависимости от команды, при условии действующих ограничений).","['Python', 'SQL', 'Spark', 'Kafka']",Netflix,,Москва,От 1 года,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-07T14:22:30,[33],"['IT, Интернет, связь, телеком']",superjob,аналитик данных
25,51867983,https://www.superjob.ru/vakansii/stazhjor-analitik-dannyh-v-departamente-loyalnosti-i-novogo-biznesa-51867983.html,Стажёр-аналитик данных в департаменте лояльности и нового бизнеса,,,,rub,"Описание направления\nТы будешь собирать, структурировать и анализировать данные, искать новые решения и оценивать их эффективность по исследовательским источникам\n\nЭтапы отбора\nПодача заявки\nВыберите подходящую стажировку и заполните заявку\nТестирование\nРешите профильные задания, направленные на оценку навыков. Их количество зависит от направления стажировки\nСобеседование\nСозвонитесь с HR, руководителем и наставником. Встреч может быть несколько. На них вы познакомитесь с будущими коллегами, расскажете о своём опыте и зададите интересующие вопросы\nОффер\nПолучите приглашение на работу, если пройдёте все этапы лучше других кандидатов. Рекрутер свяжется с вами и расскажет об оформлении. Ждём вас в команде!\n\nОбязанности\n* Автоматизировать скрипты\n* Рассчитывать кейсы простой и средней сложности\n* Анализировать клиентскую базу (задачи простой и средней сложности)\n* Выполнять ручные выгрузки и автоматизировать процессы\n\nТребования\n* Студент последних курсов или выпускник технических специальностей\n* Математический склад ума\n* Стрессоустойчивость\n* Уверенное владение MS Excel\n* Навык написания SQL-запросов\n* Владение Python будет преимуществом\n\nУсловия\n* Трудоустройство по ТК\n* ДМС с топовыми клиниками с первого дня работы\n* Модный офис в Москве, Питере, Екатеринбурге и Сочи\n* Корпоративы, тусовки и фирменный мерч в подарок \n* Возможность поработать над продуктами с миллионной аудиторией\n* Поддержка и помощь персонального ментора","['Python', 'SQL', 'Excel']",Альфа-Банк: Старт карьеры,,Москва,Без опыта,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-08T13:37:17,[],[],superjob,аналитик данных
26,51868119,https://www.superjob.ru/vakansii/stazhjor-v-otdel-razvitiya-instrumentov-upravleniya-dannymi-51868119.html,Стажёр в отдел развития инструментов управления данными,,,,rub,"Описание направления\nТы будешь заниматься обработкой и анализом больших объёмов данных, используя специализированные инструменты и технологии, а также разрабатывать и оптимизировать алгоритмы обработки данных\n\nЭтапы отбора\nПодача заявки\nВыберите подходящую стажировку и заполните заявку\nТестирование\nРешите профильные задания, направленные на оценку навыков. Их количество зависит от направления стажировки\nСобеседование\nСозвонитесь с HR, руководителем и наставником. Встреч может быть несколько. На них вы познакомитесь с будущими коллегами, расскажете о своём опыте и зададите интересующие вопросы\nОффер\nПолучите приглашение на работу, если пройдёте все этапы лучше других кандидатов. Рекрутер свяжется с вами и расскажет об оформлении. Ждём вас в команде!\n\nОбязанности\n* Поддержка и развитие инструментов Data Governance (каталог данных, профилирование, контроль качества)\n* Участие в подготовке и актуализации метаданных, правил и политик управления данными\n* Помощь в проведении аудитов качества данных и подготовке отчетов\n* Взаимодействие с командами разработки, аналитики и бизнес‑пользователями для обеспечения согласованности процессов\n\nТребования\n* Знания SQL на уровне оконных функций\n* Опыт работы с реляционными базами данных и PowerBI\n* Понимание принципов управления данными (Data Governance, Data Quality, Data Catalog) будет преимуществом\n* Навыки работы с Python для простых скриптов обработки данных\n* Знания Hadoop и Spark будет плюсом\n* Проактивность и инициативность\n\nУсловия\n* Трудоустройство по ТК\n* ДМС с топовыми клиниками с первого дня работы\n* Модный офис в Москве, Питере, Екатеринбурге и Сочи\n* Корпоративы, тусовки и фирменный мерч в подарок\n* Возможность поработать над продуктами с миллионной аудиторией\n* Поддержка и помощь персонального ментора","['Python', 'SQL', 'Spark']",Альфа-Банк: Старт карьеры,,Москва,Без опыта,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-08T13:59:10,[306],"['Строительство, проектирование, недвижимость']",superjob,аналитик данных
27,29171369,https://www.superjob.ru/vakansii/biznes-analitik-29171369.html,Бизнес-аналитик,,,,rub,"Навыки \n· Экспертиза в области управленческого и бухгалтерского учета:\n \no Понимание основных областей РСБУ: ВНА, учет запчастей, агентские схемы, учет затрат и подведение финансового результата, особенности учета при наличии филиалов с выделенными подразделениями (допускается владение 3-4 пунктами из 6);\n \no Понимание ключевых разделов налогового учета (НДС, налог на прибыль) (допускается владение на отличном уровне одним из пунктов);\n \no Понимание (знание) ключевых этапов закрытия периода: подведение итогов по взаиморасчетам, амортизация, ППА, расчет себестоимости, расчет НДС (при сочетании со знаниями сверху, если просто назовет – уже хорошо).\n \n· Экспертиза в технической части:\n \no Понимание архитектуры, механизмов и ограничений платформы 1С;\n \no Знание реализации бухгалтерского и налогового учета в системах «1С: Бухгалтерия предприятия КОРП (вер. 3.0)/ «1С: УХ» / «1С: ERP 2.5/1С: КА 2.4» (любая, последние менее релевантны, но сложнее);\n \no Практические знания принципов миграции данных и их сопоставления между разными системами учета;\n \no Понимание ключевых аспектов при построении интеграций.\n \n· Опыт проведения комплексных обследований бизнес-процессов:\n \no Навык работы с руководителями и ключевыми пользователями;\n \no Умение выявлять реальные, а не заявленные pain points;\n \no Владение техниками интервьюирования и фасилитации;\n \no Навык протоколирования и закрепления результатов интервью;\n \no Опыт оценки трудозатрат на доработки и внедрение 1С.\n \n· Опыт взаимодействия с разработчиками\n \no Навык написания функциональных требований;\n \no Навык формализации учетных процессов в виде технических заданий;\n \no Навык приемки результатов работы разработчиками.\n Опыт \nОпыт руководства (или ведущего аналитика) в успешном проекте миграции бухгалтерского и налогового учета с другой системы на платформу 1С, включая полный цикл: от обследования и выгрузки данных из legacy-системы до запуска и стабилизации учета в 1С.\n \nПрактический опыт постановки или кардинальной перестройки учета одного из ключевых блоков (ВНА, ТМЦ, затраты, РСБУ) в 1С.\n \nУчастие в роли ведущего/главного аналитика в успешных интеграционных задачах с участием 1С (то есть от выявленной потребности до запуска интеграции) (желательно в проектах, где не 1С интегрировалась с 1С).\n\nУсловия:\n\nОфис рядом с м. Бауманская. Рабочий график: пятидневная рабочая неделя, рабочий день с 9 до 18. Оформление в соответствии с ТК РФ (белая заработная плата, оплата больничного, отпуск 28 календарных дней). Премии по результатам работы. Социальный пакет (после прохождения испытательного срока) - медицинская страховка, обучение детей, фитнес и проезд.",[],Новая перевозочная компания,"Москва, Нижняя Красносельская улица, 39с1",Москва,Без опыта,Полный рабочий день,Полный рабочий день,,Не имеет значения,2026-04-07T16:05:03,[426],"['Консалтинг, стратегическое развитие']",superjob,аналитик данных
