,id,url,name,salary,description,skills,company,area,published_at,source,query
47,131978902,https://hh.ru/vacancy/131978902,Аналитик данных,от 120 000 до 150 000 ₽ за месяц на руки,"Наша компания занимается проведением образовательных мероприятий для врачей, а также издательством своей полиграфии (книги, журналы). Мы очень активно развиваемся и растем и в команду ищем замотивированного коллегу, готового взять на себя интересные задачи\nОбязанности:\nорганизация сбора данных из внутренних и внешних источников: CRM (Bitrix24), финансовых систем.\nнастройка автоматизированных процессов выгрузки и загрузки данных для обеспечения их актуальности и целостности.\nанализ продаж, дебиторской задолженности, денежных потоков, выручки, прибыли и рентабельности по направлениям, продуктам, клиентам.\nрасчет потребности в персонале на основе данных по нагрузке, планам роста, эффективности сотрудников.\nпрогнозирование ключевых финансовых и операционных показателей.\nразработка регулярных отчетов для руководства в Excel, Bitrix24\nавтоматизация отчетности для снижения рутинной нагрузки.\nучастие в настройке и доработке модулей 1С и Bitrix24 для улучшения качества собираемых данных.\nразработка требований к данным и отчетам для IT-специалистов.\nподготовка аналитических записок и презентаций для руководства с выводами и рекомендациями.\nучастие в планировании бюджета и оценке эффективности проектов.\nвзаимодействие с различными подразделениями компании;\nподготовка регулярных сводок, отчетов;\nведение реестра проектов\nТребования:\nвысшее образование;\nаналитический склад ума, внимательность к деталям.\nумение работать с большими объемами информации.\nкоммуникативные навыки для взаимодействия с отделами и презентации результатов.\nспособность объяснять сложные данные простым языком.\nответственность, инициативность, нацеленность на результат.\nзнание Excel (продвинутый уровень), сводные таблицы, Power Query, макросы (VBA), сложные формулы, прогнозное моделирование.\nзнание Bitrix24 — администрирование, настройка отчетов, интеграция с другими системами.\nзнание 1С (Управление торговлей, ЗУП, Бухгалтерия) — работа с данными, выгрузка, базовые настройки.\nзнание учета денежных потоков (DCF, Cash Flow), анализа прибыльности, расчета рентабельности (ROI, ROE).\nвладение методами описательной статистики, построение графиков и диаграмм.\nУсловия:\nофициальное трудоустройство по ТК РФ - с первого дня;\nработа в офисе с графиком 5/2, суббота и воскресенье - выходные;\nоплачиваемый отпуск 28 к/дн;\nофис в шаговой доступности","['MS Excel', 'Битрикс24', 'Сводные таблицы', 'Аналитическое мышление', 'Анализ данных', 'Аналитика продаж', 'Работа с большим объемом информации', 'Работа с базами данных', 'Подготовка отчетов', 'Аналитика']",Медиабюро Статус презенс,Москва,2026-04-09T10:27:56.341+03:00,hh,аналитик данных
48,131898749,https://hh.ru/vacancy/131898749,Аналитик,до 300 000 ₸ за месяц на руки,"Обязанности:\nКонтроль сроков подачи ЗП от филиалов\nПроверка корректности ЗП бланков и консолидация для дальнейшего направления в расчет\nКонтроль, консолидация и корректировка доп выплат сотрудников филиалов\nВедение базы данных 1С (установка лимитов, прайсов, акций, договоров)\nОбеспечение коммуникации филиалов с департаментами в рамках рабочего процесса\nТребования:\n— Опыт аналитиком от 2 лет;\n— Отличный\nExcel\n, знание\n1С:8\n;\n— Внимательность, аналитический склад ума, умение работать в команде и в режиме многозадачности.\nУсловия:\nОфициальное трудоустройство по ТК РК;\nГрафик работы 5/2;\nПодарки от компании детям сотрудников на Новый год;\nОбучение и развитие в рамках компании;\nВозможность для профессионального роста.","['MS Excel', '1C: Бухгалтерия']",Prima Distribution,Алматы,2026-04-10T09:31:46.751+03:00,hh,аналитик данных
49,131576417,https://hh.ru/vacancy/131576417,Senior AI Engineer / Senior Data Scientist (LLM &amp; Prompt Engineering)/Дата-сайентист,,"Привет!\nМы – перспективный стартап, работающий над созданием инновационных технологичных решений для ведущих компаний.\nСейчас мы в поиске\nSenior AI Engineer / Senior Data Scientist\n(LLM & Prompt Engineering) для работы над продуктом голосовой бот.\nЧем предстоит заниматься:\nРазрабатывать и оптимизировать решения на базе LLM (Large Language Models) для продуктовых и внутренних задач.\nПроектировать и создавать эффективные prompt-стратегии (prompt engineering, chain-of-thought, tool usage и др.).\nАнализ и выбор AI-моделей под конкретные бизнес-задачи (OpenAI, Anthropic, open-source модели и др.)\nРазрабатывать и внедрять пайплайны fine-tuning и RLHF / RLAIF.\nОптимизация моделей по метрикам качества, latency и стоимости.\nРабота с embedding-моделями, retrieval (RAG) и векторными БД.\nПроведение экспериментов, A/B тестов и оценка качества генеративных моделей.\nУчастие в архитектурных решениях AI-продуктов.\nНастройка и контроль процессов обучения моделей (training pipelines).\nМониторинг и улучшение производительности моделей в продакшене.\nО тебе:\nОпыт работы 5+ лет в Data Science / Machine Learning / AI.\nГлубокое понимание архитектуры LLM (Transformer, attention, tokenization).\nПрактический опыт: prompt engineering (разные техники и паттерны), fine-tuning моделей (LoRA, PEFT, full fine-tune), RL-подходов (RLHF / PPO / reward modeling).\nЗнание различий между современными моделями (GPT, Claude, LLaMA, Mistral и др.).\nУмение выбирать модель под задачу с учетом trade-offs (качество / стоимость / latency).\nОпыт работы с: PyTorch / TensorFlow, Hugging Face ecosystem.\nПонимание: как обучаются LLM, как устроены датасеты и preprocessing, evaluation подходов (BLEU, ROUGE, human eval, LLM-as-a-judge).\nОпыт работы с RAG (Retrieval-Augmented Generation).\nУверенное владение SQL-базами, MongoDB и обработкой данных.\nСистемное мышление и способность работать с неопределенностью.\nУмение самостоятельно принимать архитектурные решения.\nНавыки коммуникации и объяснения сложных концепций.\nБудет плюсом:\nОпыт деплоя моделей (Docker, Kubernetes, cloud).\nРабота с векторными БД (FAISS, Pinecone, Weaviate).\nОпыт оптимизации inference (quantization, distillation).\nПонимание multi-agent систем.\nОпыт разработки AI-продуктов с пользовательским интерфейсом.\nПочему у нас круто?\nНикакой бюрократии, только реальное влияние на продукт и воплощение своих идей в жизнь.\nПрофессиональный рост вместе с масштабированием стартапа.\nСтартап-культура, где важен результат, а не формальности.\nКоманда профессионалов, которые горят своим делом.\nЧто мы предлагаем:\nТрудоустройство по ТК РФ.\nУдаленный формат работы, гибрид или офис г. Санкт-Петербург, м. Чкаловская.\nПремии по результатам работы.\nЕсли ищешь интересные проекты и задачи, пиши нам!","['Python', 'SQL', 'Spark', 'Docker', 'Git']",ПартДизайн,Санкт-Петербург,2026-04-10T13:17:57.907+03:00,hh,аналитик данных
50,131466369,https://hh.ru/vacancy/131466369,Спикер по курсу (Дата Аналитика),,"""Qadam Education"" - цифровая образовательная платформа по обучению актуальным профессиям на узбекском языке, резиденты IT PARK и Маркетинговой Ассоциации Узбекистана.\nМы ищем не просто преподавателя, а\nпрактикующего Дата Аналитика\n, который готов делиться реальным опытом, вдохновлять студентов и доводить их до конкретного результата.\nЕсли вы действующий специалист, уверенно работаете с данными и хотите влиять на развитие новых аналитиков — возможно, мы ищем именно вас.\nСпикер по курсу «Дата Аналитика» (офлайн)\nКого мы ищем:\nОпыт работы в сфере Data Analytics\nот 2 лет\nВы — действующий практик (работаете с реальными проектами и данными)\nОбязательное знание\nузбекского языка\n(свободное владение)\nОбязательное знание\nрусского языка\nот уровня С1\nГибкий график на основной работе — возможность вести\nофлайн занятия в нашем офисе\n(Ташкент, улица Афросиаб, 2)\nУроки проводить в дневное время в\nнашем офисе\nУмение объяснять сложное простым языком\nНавык выстраивать программу обучения и системно вести группу\nГлавное — умение\nдоводить студентов до результата\n, а не просто «читать лекции»\nЧто нужно будет делать:\nПроводить офлайн-занятия по курсу «Дата Аналитика»\nОбъяснять ключевые инструменты (SQL, Excel, Power BI, Python — обязательно)\nДелиться практическими кейсами из реальной работы\nДавать домашние задания и разборы\nПоддерживать студентов и помогать им проходить путь от новичка до уверенного junior-аналитика\nЧто мы предлагаем:\nРабота в современной образовательной среде\nВозможность влиять на развитие будущих специалистов\nСильное комьюнити и поддержка команды\nКонкурентную оплату\nРеальную возможность видеть результат своей работы — трудоустроенных выпускников\nЕсли вы не просто аналитик, а человек, который любит делиться знаниями, умеет зажигать интерес и доводить до результата — будем рады познакомиться.\nОтправляйте резюме и краткий рассказ о вашем опыте в Data Analytics и начните свое сопроводительное письмо с такой фразы ""Отличное начало нового сотрудничества...""\n* Очень важно!\nРабота на территории работодателя и проводить\nофлайн занятия в нашем офисе\n(Ташкент, улица Афросиаб, 2)","['SQL', 'Python', 'Бизнес-анализ', 'Power BI', 'MS Excel', 'Аналитическое мышление', 'Анализ данных', 'Навыки презентации', 'Аналитические исследования', 'Управление талантами', 'Мотивация', 'Узбекский\xa0— C1 — Продвинутый', 'Русский\xa0— C1 — Продвинутый']",Qadam Education,Ташкент,2026-04-10T12:57:44.583+03:00,hh,аналитик данных
51,131128447,https://hh.ru/vacancy/131128447,Дата-аналитик в Casper. ML,,"Koronatech\n- провайдер современных ИТ-решений для участников финансового рынка РФ и СНГ.\nС 2016 года в компании активно развивается направление Machine Learning. Сейчас на этом направлении работают более 300 крутых специалистов: дата-аналитиков, разработчиков, тестировщиков и менеджеров проектов.\nНаши проекты:\nплатформа для учета данных в реальном времени;\nкредитный скоринг;\nантифрод;\nраспознавание изображений документов, удостоверяющих личность;\nраспознавание лиц;\nидентификация.\nДирекция ""Машинное Отделение"" разрабатывает и внедряет решения для кредитного скоринга, обнаружения мошеннических операций и идентификации клиентов и многое другое.\nОтдел Big Data обеспечивает сбор, хранение и обработку больших объемов данных, необходимых для этих задач.\nНа данный момент мы находимся в поисках Дата-Аналитика в наш отдел.\nЧто мы предлагаем:\nПрокачка в ETL: Участие в разработке и оптимизации процессов извлечения, преобразования и загрузки данных (ETL) с использованием современных инструментов и технологий.\nПогружение в Big Data: Работа с Cassandra, Spark, ClickHouse и другими Big Data технологиями позволит стать экспертом в этой области.\nОсвоение брокеров сообщений: Знакомство с различными брокерами сообщений (Kafka, RabbitMQ и др.) и обучение их использованию для построения надежных и масштабируемых систем.\nData Quality и контроль: Ответственность за мониторинг качества данных, выявление аномалий и несоответствий, а также разработку и внедрение процессов для обеспечения надежности и точности данных.\nРеальные задачи и масштабируемость: Участие в полном цикле работы с данными, решение сложных задач и получение опыта работы с высоконагруженной системой.\nПроектирование архитектуры данных: Участие в создании эффективной и масштабируемой архитектуры хранения данных, влияющей на производительность и надежность наших ML-решений, и возможность проявить навыки в проектировании решений для хранения и обработки больших объемов данных.\nЧем предстоит заниматься:\nАнализ данных\n: Проведение анализа данных, поступающих на платформу Casper данных, для использования потребителями.\nРабота с платформой\n: Участие в развитии и улучшении платформы Casper, включая оптимизацию запросов и процессов обработки данных.\nПоддержка бизнес-пользователей\n: Ведение полного цикла работы с заказчиками: от сбора и фиксации бизнес-требований до внедрения решений по учету данных в платформе Casper.\nСистемный и бизнес анализ:\nАнализ и оптимизация процессов обработки данных в Casper, участие в разработке и поддержке интеграций между системами.\nЧто мы ожидаем от кандидата:\nОпыт работы аналитиком данных от 1 года либо опыт работы системным/бизнес аналитиком в области скоринга/антифрода/денежных переводов.\nЗнание SQL и опыт работы с реляционными/нереаляционными базами данных.\nЗнание микросервисной архитектуры и REST API: Понимание принципов работы микросервисной архитектуры и опыт работы с REST API (включая работу с HTTP-запросами, JSON-форматом данных, аутентификацией и авторизацией).\nОпыт работы с Python для анализа и визуализации данных.\nУмение анализировать большие объемы данных, выявлять закономерности и делать обоснованные выводы.\nКритическое мышление и способность решать сложные задачи.\nБудет плюсом:\nЗнание основ работы с Big Data технологиями (Hadoop, Spark, Airflow, Kafka).\nОпыт написания ТЗ и спецификаций требований: UseCase, диаграммы и т.д.\nПонимание принципа работы с очередями сообщений: Kafka, Rabbit, JMS","['SQL', 'REST API', 'HTTP', 'JSON', 'Python', 'Use case', 'Hadoop']",Koronatech,Новосибирск,2026-04-10T12:55:22.675+03:00,hh,аналитик данных
52,131283920,https://hh.ru/vacancy/131283920,Аналитик,от 500 000 до 700 000 ₸ за месяц на руки,"Обязанности:\nАналитика в области торговли (В2В и В2С);\nАналитика производства (навыки, четкое представление о процессах);\nОпыт работы в дистрибуции\nОпыт работы по направлению в FCMG\nТребования:\nЗнание планирования, прогнозирования, Excel (продвинутый пользователь)\nАналитика в области финансов и прикладных расчетов (любой уровень);\nЗнание основ бухгалткрскго учета\nP&L, CF, Balance\nМатематические знания/навыки приветствуются;\nОтличный пользователь Microsoft, PBI, Excel.\nУсловия:\n5\2 c 08.00 до 17.00 ч., перерыв с 12.00 до 13.00 ч.\nразвозка, оборудованная комната для приема пищи с безлимитным свежим кофе\nвозможность обучаться","['Тайм-менеджмент', 'умение работать с большим объемом данных, оптимизация процессов', 'Английский язык', 'Анализ рынка', 'Деловая коммуникация']",Global Beverages,Алматы,2026-04-10T09:10:55.570+03:00,hh,аналитик данных
53,132018846,https://hh.ru/vacancy/132018846,Аналитик данных (дата инженер/data scientist),,"Обязанности:\nОпределяет требования к общебанковским аналитическим витринам и другим продуктам, организовывает их применение в Банке\nРоссии, выступая в роли единого функционального заказчика;\nОбеспечивает учет и ведение ре\nестра общебанковских аналитических витрин и других продуктов Банка России;\nОрганизовывает развитие информационно-аналитических ресурсов Банка\nРоссии, связанных с предоставлением данных и сервисов пользователям;\nВ рамках своей компетенции участвует в подготовке справочных материалов по вопросам деятельности Департамента.\nТребования:\nсвободное владение SQL, понимание NoSQL, знание современных СУБД PostgreSQL, Greenplum, ClickHouse и/или импортозамещенных аналогов);\nопыт формирование бизнес и функциональных требований;\nопыт проектирования и реализации прототипов витрин данных, ETL/ELT-процессов;\nпонимание принципов информационной безопасности и регуляторных требований;\nуверенное владение Python, знание библиотек для анализа данных;\nпонимание Linux на уровне пользователя,\nопыт работы с командной строкой и написания скриптов Bash;\nуверенные знания стека Hadoop: HDFS, Yarn, SparkSQL, PySpark;\nналичие опыта сопровождения продуктов\информационных систем\хранилищ данных;\nналичие опыта подготовки интеграционных функциональных требований по передаче данных.\nУсловия:\nРабота в дружном коллективе единомышленников;\nХороший офис в центре Москвы;\nОклад +\nежемесячная премия\n, конкурсы на\nповышенную премию\n,\nбонус к отпуску\nи\nгодовая премия\n;\nСвоя клиника для сотрудников (и для еще одного родственника), со стоматологией и возможностью подключения детей.","['Python', 'SQL', 'Английский язык', 'Визуализация данных', 'MS PowerPoint', 'Английский\xa0— B1 — Средний']",Diamond Personnel R&C,Москва,2026-04-10T11:27:29.789+03:00,hh,аналитик данных
54,131889061,https://hh.ru/vacancy/131889061,Аналитик баз данных,от 80 000 до 120 000 ₽ за месяц на руки,"Обращаем внимание: вакансия НЕ про Big Data, НЕ про Data Science, НЕ про Data Mining.\nТребуется специалист для рутинной работы по администрированию, поддержке и развитию структурно сложного справочника (классификатора продукции) в крупной информационной системе, взаимодействию с заказчиком, решению смежных задач.\nРабота, требующая аналитического склада ума и продвинутых навыков работы с Excel и СУБД (на уровне SQL-запросов).\nИз личных качеств важны: внимательность, скрупулезность, аккуратность, усидчивость, перфекционизм, пунктуальность, умение работать на результат.\nЕсли обладаете всем вышеперечисленным, то будем рады с Вами пообщаться!\nТребования:\nОпыт работы: по профилю от 2-х лет;\nУмение структурировать полученную информацию и четко излагать свои мысли;\nПонимание устройства реляционных баз данных, принципов ведения нормативно-справочной информации, понимание принципов разработки информационных систем;\nОпыт взаимодействия с командой разработки, навыки постановки задач разработчикам;\nОбразование: высшее техническое;\nВладение ПК на уровне квалифицированного пользователя, владение стандартными средствами MS Office;\nНавыки работы с СУБД: построение SQL-запросов.\nПродвинутый пользователь Excel (обработка данных, группировки данных, сводные таблицы, формулы);\nИностранные языки: английский технический на уровне, достаточном для работы на ПК;\nПисьменная грамотность.\nУсловия:\nПосле интервью обязательно выполнение тестового задания.\nПостоянная работа полностью удаленно или при необходимости в комфортном офисе (50 метров от м. Полежаевская, Хорошевская);\nСплоченный молодой коллектив, нацеленный на решение поставленных задач;\nУровень заработной платы определяется по результатам собеседования и выполнения тестового задания;\nСоблюдение требований трудового законодательства.","['MS Excel', 'MS Office', 'SQL', 'СУБД', 'Базы данных', 'Макросы', 'Алгоритмы и структуры данных', 'Администрирование баз данных']",Фортис Технологии,Москва,2026-04-09T20:11:58.787+03:00,hh,аналитик данных
55,131107221,https://hh.ru/vacancy/131107221,Аналитик,70 000 ₽ за месяц на руки,"Мы ищем внимательного и аналитически мыслящего специалиста. Если вы умеете превращать цифры в бизнес‑решения — будем рады видеть вас в команде!\nРАБОТА В ОФИСЕ, РЕЛОКАЦИОННЫЙ ПАКЕТ ОТСУТСТВУЕТ\nОбязанности:\nСбор, структурирование и проверка данных по продажам блюд и напитков;\nПроведение ABC-анализа меню для определения наиболее прибыльных и популярных позиций, а также выявления убыточных;\nАнализ динамики продаж по категориям меню с учетом сезонности и времени;\nОценка себестоимости блюд и влияния ассортимента на общий чек и выручку;\nАнализ статистики продаж по товарным категориям;\nАнализ товарных запасов и вывод товара в конце сезона продаж;\nПодготовка регулярных отчетов для руководства с ключевыми метриками (средний чек, обороты, прибыльность, популярность позиций);\nСоставление прогнозов по продажам и заказам на ежемесячной и ежеквартальной основе;\nКонтроль точности учета реализованных блюд и напитков с аналитической стороны.\nТребования:\nОпыт работы аналитиком в ресторанной сфере или смежной сфере не менее 1-2 лет;\nХороший уровень владения Эксель(сводные таблицы, формулы), умение работать с базами данных;\nЗнание методов ABC-анализа, статистических методов анализа данных;\nУмение работать с большими объемами данных, внимательность к деталям;\nАналитический склад ума, способность формировать и обосновывать рекомендации на основе данных;\nОтветственность, умение работать в команде и коммуницировать с разными подразделениями;\nИметь опыт в аналогичной должности в сфере гостинично-ресторанного бизнеса.\nУсловия:\nГрафик работы 5/2 с 08.00 до 17.00;\nРАБОТА В ОФИСЕ г. Армавир;\nВыплата з.платы два раза в месяц.\nЗвоните с пн-пт с 8.00 до 17.00 или оставляйте отклик с актуальным номером телефона и мы Вам перезвоним в рабочее время!","['Продуктовые метрики', 'Аналитическое мышление', 'Анализ данных']",Кофе Пей Фуд,Армавир,2026-04-10T08:12:42.207+03:00,hh,аналитик данных
56,131992876,https://hh.ru/vacancy/131992876,Дата-аналитик,,"Центр развития и управления эффективностью приглашает дата-аналитика для работы с масштабными массивами данных и улучшения методов их анализа. Вас ждут современные аналитические инструменты и интересные технологические задачи.\nЭта вакансия – участник пилота по использованию AI.\nПосле отклика вам на почту и в чат на платформе HeadHunter придет приглашение пройти первичное интервью с ГигаРекрутером в Telegram. Диалог займёт примерно 10 минут. Его задача — уточнить недостающие детали и ускорить рассмотрение вашей кандидатуры.\nГигаРекрутер только начинает свой путь, поэтому просим относиться с пониманием. Ваш опыт и участие помогут сделать его удобным и полезным.\nПопробуйте — и вы станете одним из первых, кто познакомится с ГигаРекрутером Сбера!\nЗадачи\nнаписание скриптов для обработки данных\nсоздание пайплайнов ETL-процессов\nобновление и расчет данных\nпроведение работы с распределенными вычислениями BI.\nТребования\nвысшее образование\nзнание SQL (PostgreSQL, CTE, подзапросы, оконные функции, умение анализировать план запроса через EXPLAIN, оптимизировать запросы)\nзнание Python (ООП, Numpy, Matplotlib/Seaborn)\nзнание PySpark для работы с распределенными вычислениями BI\nзнания Power BI/Tableau/Datalens/Навигатор.\nМы предлагаем\nофициальное оформление с первого дня\nкомфортный офис в центре города на Куйбышева, 67 (ст.м. Геологическая)\nпятидневную рабочую неделю с 9:00-18:00, а в пятницу у нас сокращенный рабочий день до 16:45. Офисный формат работы\nстабильный ежемесячный доход и годовое премирование. Пересмотр заработной платы происходит каждый год\nльготные условия кредитования\nгибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ.\nрасширенный ДМС с первого дня и льготное страхование для близких\nбесплатную подписку СберПрайм+, скидки на продукты компаний-партнеров: Okko, Купер, Самокат, Сбер Еаптека и других\nкорпоративную пенсионную программу\nобучение за счет компании: онлайн курсы в Виртуальной школе Сбера, возможность получить новую квалификацию\nкорпоративный спортзал и скидки в спортзалы-партнеры\nпрофессиональные сообщества, а также участие в различных волонтерских проектах, КВН, Сбербанкиаде, музыкальных группах и многих других.","['Python', 'SQL', 'NumPy', 'Power BI', 'Tableau', 'PostgreSQL', 'Spark', 'Git']",Сбер. IT,Екатеринбург,2026-04-09T14:42:40.491+03:00,hh,аналитик данных
57,126147019,https://hh.ru/vacancy/126147019,Системный аналитик,,"Дружная, прорывная команда ждет в свои ряды\nСистемного аналитика!\nЗадачи:\nСбор и формализация технических, функциональных и бизнес-требований к разрабатываемым системам, разработка ТЗ;\nАнализ и разработка пользовательских и системных сценариев в различных формах представления: текстовом, графическом, алгоритмическом;\nРазработка функциональных моделей, моделей данных, ролевых моделей, схем взаимодействия компонент и схем потоков данных;\nСогласование разработанных требований с проектной команды;\nВзаимодействие с командой UX/UI, разработки, тестирования в ходе работы над требованием;\nФормирование предложений по улучшению продукта;\nРевью тест-кейсов и прочих артефактов.\nТребования:\nОпыт работы в роли системного аналитика: от 3 лет (в области IT или информационной безопасности);\nВысшее техническое образование;\nЗнание методологии системного анализа;\nЗнания методологий, принципов и процессов разработки ПО;\nЗнание одной или более нотаций моделирования (UML, BPMN, ERD);\nУмение интервьюировать и выявлять требования.\nМы предлагаем:\nВысокий доход;\nРаботу в аккредитованной ИТ-компании и ОПК;\nУвеличенный ежегодный отпуск - 31 день;\nОбъемный пакет ДМС со стоматологией и госпитализацией плановой и экстренной с самого начала работы, полис выезжающим на отдых;\nCкидки на множество товаров и услуг, включая фитнес и иностранные языки;\nКорпоративная библиотека для чтения электронных и аудиокниг;\nСильные и опытные руководители, лидеры рынка;\nРабота в молодом и любящем свое дело коллективе;\nКомфортабельный офис, чай, кофе, фрукты, сладости;\nГибкий график начала работы 9-11;\nВозможность профессионального и карьерного роста.","['UML', 'BPMN', 'Системный анализ', 'Моделирование бизнес процессов', 'Разработка технических заданий', 'UC', 'US', 'Разработка функциональных моделей', 'Ревью тест-кейсов', 'Сбор и формализация', 'аналитика', 'ERD', 'методологии', 'Разработка ПО', 'Информационная безопасность']",Security Vision,Москва,2026-04-10T19:37:25.308+03:00,hh,аналитик данных
58,131232738,https://hh.ru/vacancy/131232738,Аналитик данных,,"Команда\nGeneral Analytics\nзанимается организацией и автоматизацией аналитических процессов для всей компании. А это значит, что будет возможность взаимодействовать с разными частями продукта и бизнеса Авиасейлс.\nМы способствуем обмену знаниями и опытом между аналитическими командами, внедряем новые полезные инструменты и проводим исследования, включая глубокий анализ продукта и изучение влияния новых фичей на его различные неочевидные части.\nКроме того, мы оказываем помощь всем продуктовым и техническим командам, которым не хватает собственного аналитика.\nИщем аналитика, который умеет код писать и головой думать.\nЭто будет усиление существующей команды из 3 аналитиков и data engineer.\nЗадачи\nпроводить продуктовые исследования;\nавтоматизировать существующие и создавать новые инструменты для всех аналитиков в компании, искать новые подходы в решении задач;\nискать аномалии в данных и выяснять причины их появления;\nприменять в задачах ML моделирование, работу с API, постоянно изучать что-то новое;\nработать с ad hoc запросами;\nсоздавать и дополнять документацию.\nТребования\nопыт в дата или продуктовой аналитике от трех лет;\nвысокий уровень написания SQL-запросов (джоины, окошки, оптимизация запросов);\nопыт и желание создавать удобные, понятные и красивые дашборды;\nумение обрабатывать данные и писать код на Python;\nстремление к автоматизации процессов и отказ от ручных расчетов;\nопыт работы с Spark, PySpark, Git, Tableau, DBT будет преимуществом;\nпроактивность и умение структурировано подходить к решению проблем, анализировать их причины и предлагать эффективные решения;\nкритическое мышление: умение задавать правильные вопросы, такие как ""Какую задачу мы решаем этим действием?"" и ""Какого результата мы хотим достичь?"".\nКак мы работаем\nв любой точке мира: не привязываемся к локации, платим в долларах, любим путешествовать;\nбез бюрократии: удобные процессы здорового человека, горизонтальные и открытые коммуникации, быстрое обсуждение идей и принятие решений;\nкомпенсируем: ДМС, психотерапию или иностранные языки, занятия спортом и больничный;\nна райском острове: можно работать на Пхукете с видом на океан.","['Python', 'SQL', 'Pandas', 'NumPy', 'Tableau', 'Airflow', 'Spark', 'Git']",Aviasales.ru,Москва,2026-04-09T07:11:54.944+03:00,hh,аналитик данных
