,catalogue_id,catalogue_title,position_id,position_title
512,478,Топ-персонал,493.0,"Спорт, фитнес, салоны красоты, SPA"
513,478,Топ-персонал,495.0,Страхование
514,478,Топ-персонал,496.0,"Строительство, проектирование, недвижимость"
515,478,Топ-персонал,500.0,Сырье
516,478,Топ-персонал,484.0,"Транспорт, логистика, ВЭД"
517,478,Топ-персонал,489.0,"Туризм, гостиницы, общественное питание"
518,478,Топ-персонал,498.0,"Услуги, ремонт, сервисное обслуживание"
519,478,Топ-персонал,485.0,Юриспруденция
520,86,"Транспорт, логистика, ВЭД",,
521,86,"Транспорт, логистика, ВЭД",87.0,Авиаперевозки
522,86,"Транспорт, логистика, ВЭД",88.0,Автоперевозки
523,86,"Транспорт, логистика, ВЭД",89.0,ВЭД
524,86,"Транспорт, логистика, ВЭД",90.0,Железнодорожные перевозки
525,86,"Транспорт, логистика, ВЭД",91.0,Контейнерные перевозки
526,86,"Транспорт, логистика, ВЭД",92.0,Логистика
527,86,"Транспорт, логистика, ВЭД",93.0,Метрополитен
528,86,"Транспорт, логистика, ВЭД",94.0,"Морские, речные перевозки"
529,86,"Транспорт, логистика, ВЭД",95.0,Складское хозяйство
530,86,"Транспорт, логистика, ВЭД",624.0,Такси
531,86,"Транспорт, логистика, ВЭД",96.0,Таможня
532,86,"Транспорт, логистика, ВЭД",97.0,Трубопроводы
533,86,"Транспорт, логистика, ВЭД",98.0,Другое
534,86,"Транспорт, логистика, ВЭД",99.0,"Начало карьеры, мало опыта"
535,197,"Туризм, гостиницы, общественное питание",,
536,197,"Туризм, гостиницы, общественное питание",198.0,HORECA
537,197,"Туризм, гостиницы, общественное питание",199.0,"Гостиницы, отели, кемпинги, мотели"
538,197,"Туризм, гостиницы, общественное питание",200.0,Кейтеринг
539,197,"Туризм, гостиницы, общественное питание",201.0,"Рестораны, кафе, столовые, фастфуд"
540,197,"Туризм, гостиницы, общественное питание",202.0,Туристические услуги и продукты
541,197,"Туризм, гостиницы, общественное питание",203.0,Другое
542,197,"Туризм, гостиницы, общественное питание",204.0,"Начало карьеры, мало опыта"
543,362,"Услуги, ремонт, сервисное обслуживание",,
544,362,"Услуги, ремонт, сервисное обслуживание",363.0,Автосервис
545,362,"Услуги, ремонт, сервисное обслуживание",364.0,Ателье
546,362,"Услуги, ремонт, сервисное обслуживание",365.0,Бани
547,362,"Услуги, ремонт, сервисное обслуживание",374.0,Бытовая техника
548,362,"Услуги, ремонт, сервисное обслуживание",367.0,Клининг
549,362,"Услуги, ремонт, сервисное обслуживание",375.0,Компьютеры и оргтехника
550,362,"Услуги, ремонт, сервисное обслуживание",371.0,Медицинская техника
551,362,"Услуги, ремонт, сервисное обслуживание",366.0,Металлоремонт
552,362,"Услуги, ремонт, сервисное обслуживание",369.0,Оборудование для индустрии развлечения и спортивного инвентаря
553,362,"Услуги, ремонт, сервисное обслуживание",368.0,Обувь
554,362,"Услуги, ремонт, сервисное обслуживание",372.0,Промышленное оборудование
555,362,"Услуги, ремонт, сервисное обслуживание",649.0,Психологическое консультирование
556,362,"Услуги, ремонт, сервисное обслуживание",376.0,Ритуальные услуги
557,362,"Услуги, ремонт, сервисное обслуживание",370.0,Телекоммуникационное оборудование и сети
558,362,"Услуги, ремонт, сервисное обслуживание",373.0,"Торговое, складское, холодильное оборудование"
559,362,"Услуги, ремонт, сервисное обслуживание",377.0,"Фото, аудио, видео услуги"
560,362,"Услуги, ремонт, сервисное обслуживание",378.0,"Химчистки, прачечные"
561,362,"Услуги, ремонт, сервисное обслуживание",379.0,Другое
562,362,"Услуги, ремонт, сервисное обслуживание",380.0,"Начало карьеры, мало опыта"
563,100,Юриспруденция,,
564,100,Юриспруденция,101.0,"Compliance (нормативное право, соблюдение закона )"
565,100,Юриспруденция,102.0,"Авторское право, патентное право"
566,100,Юриспруденция,103.0,Адвокатские услуги
567,100,Юриспруденция,104.0,Антимонопольное право
568,100,Юриспруденция,105.0,Арбитраж
569,100,Юриспруденция,106.0,Банковское право
570,100,Юриспруденция,107.0,Военное право
571,100,Юриспруденция,108.0,Гражданское право
572,100,Юриспруденция,109.0,Договорное право
573,100,Юриспруденция,110.0,Законотворчество
574,100,Юриспруденция,111.0,Земельное право
575,100,Юриспруденция,112.0,Имущественное право
576,100,Юриспруденция,113.0,Интеллектуальная собственность
577,100,Юриспруденция,114.0,Корпоративное право
578,100,Юриспруденция,115.0,Лицензирование
579,100,Юриспруденция,116.0,Медицинское право
580,100,Юриспруденция,117.0,Международное право
581,100,Юриспруденция,118.0,Морское право
582,100,Юриспруденция,119.0,Налоговое право
583,100,Юриспруденция,120.0,Недропользование
584,100,Юриспруденция,121.0,Нотариат
585,100,Юриспруденция,122.0,"Регистрация, перерегистрация, ликвидация предприятий"
586,100,Юриспруденция,123.0,Семейное право
587,100,Юриспруденция,124.0,Слияния и поглощения
588,100,Юриспруденция,125.0,Страховое право
589,100,Юриспруденция,126.0,Таможенное право
590,100,Юриспруденция,127.0,Трудовое право
591,100,Юриспруденция,128.0,Уголовное право
592,100,Юриспруденция,129.0,Урегулирование убытков
593,100,Юриспруденция,130.0,Финансовое право
594,100,Юриспруденция,131.0,Ценные бумаги
595,100,Юриспруденция,132.0,Экологическое право
596,100,Юриспруденция,133.0,Юридические консультации и услуги
597,100,Юриспруденция,134.0,Другое
598,100,Юриспруденция,135.0,"Начало карьеры, мало опыта"
