,town_id,line_id,line_title,line_color,station_id,station_title
0,4,1.0,Сокольническая,red,11,Библиотека им. Ленина
1,4,1.0,Сокольническая,red,1,Бульвар Рокоссовского
2,4,1.0,Сокольническая,red,16,Воробьёвы горы
3,4,1.0,Сокольническая,red,6,Комсомольская
4,4,1.0,Сокольническая,red,5,Красносельская
5,4,1.0,Сокольническая,red,7,Красные ворота
6,4,1.0,Сокольническая,red,12,Кропоткинская
7,4,1.0,Сокольническая,red,9,Лубянка
8,4,1.0,Сокольническая,red,629,Новомосковская
9,4,1.0,Сокольническая,red,628,Ольховая
10,4,1.0,Сокольническая,red,10,Охотный ряд
11,4,1.0,Сокольническая,red,13,Парк Культуры
12,4,1.0,Сокольническая,red,772,Потапово
13,4,1.0,Сокольническая,red,3,Преображенская площадь
14,4,1.0,Сокольническая,red,627,Прокшино
15,4,1.0,Сокольническая,red,18,Проспект Вернадского
16,4,1.0,Сокольническая,red,572,Румянцево
17,4,1.0,Сокольническая,red,574,Саларьево
18,4,1.0,Сокольническая,red,4,Сокольники
19,4,1.0,Сокольническая,red,15,Спортивная
20,4,1.0,Сокольническая,red,570,Тропарёво
21,4,1.0,Сокольническая,red,17,Университет
22,4,1.0,Сокольническая,red,626,Филатов Луг
23,4,1.0,Сокольническая,red,14,Фрунзенская
24,4,1.0,Сокольническая,red,2,Черкизовская
25,4,1.0,Сокольническая,red,8,Чистые пруды
26,4,1.0,Сокольническая,red,19,Юго-Западная
27,4,5.0,Кольцевая,brown,35,Белорусская
28,4,5.0,Кольцевая,brown,74,Добрынинская
29,4,5.0,Кольцевая,brown,42,Киевская
30,4,5.0,Кольцевая,brown,6,Комсомольская
31,4,5.0,Кольцевая,brown,78,Краснопресненская
32,4,5.0,Кольцевая,brown,46,Курская
33,4,5.0,Кольцевая,brown,68,Новослободская
34,4,5.0,Кольцевая,brown,98,Октябрьская
35,4,5.0,Кольцевая,brown,30,Павелецкая
36,4,5.0,Кольцевая,brown,13,Парк Культуры
37,4,5.0,Кольцевая,brown,93,Проспект Мира
38,4,5.0,Кольцевая,brown,72,Таганская
39,4,2.0,Замоскворецкая,green,29,Автозаводская
40,4,2.0,Замоскворецкая,green,540,Алма-Атинская
41,4,2.0,Замоскворецкая,green,37,Аэропорт
42,4,2.0,Замоскворецкая,green,621,Беломорская
43,4,2.0,Замоскворецкая,green,35,Белорусская
44,4,2.0,Замоскворецкая,green,40,Водный стадион
45,4,2.0,Замоскворецкая,green,39,Войковская
46,4,2.0,Замоскворецкая,green,36,Динамо
47,4,2.0,Замоскворецкая,green,21,Домодедовская
48,4,2.0,Замоскворецкая,green,24,Кантемировская
49,4,2.0,Замоскворецкая,green,25,Каширская
50,4,2.0,Замоскворецкая,green,28,Коломенская
51,4,2.0,Замоскворецкая,green,20,Красногвардейская
52,4,2.0,Замоскворецкая,green,34,Маяковская
53,4,2.0,Замоскворецкая,green,31,Новокузнецкая
54,4,2.0,Замоскворецкая,green,22,Орехово
55,4,2.0,Замоскворецкая,green,30,Павелецкая
56,4,2.0,Замоскворецкая,green,41,Речной вокзал
57,4,2.0,Замоскворецкая,green,38,Сокол
58,4,2.0,Замоскворецкая,green,33,Тверская
59,4,2.0,Замоскворецкая,green,32,Театральная
60,4,2.0,Замоскворецкая,green,573,Технопарк
61,4,2.0,Замоскворецкая,green,608,Ховрино
62,4,2.0,Замоскворецкая,green,23,Царицыно
63,4,,,,25,Каширская
64,4,3.0,Арбатско-Покровская,darkblue,44,Арбатская
65,4,3.0,Арбатско-Покровская,darkblue,47,Бауманская
66,4,3.0,Арбатско-Покровская,darkblue,524,Волоколамская
